Order Date,Website,Purchase Order Number,Shipment Date,Order Status,Subtotal,Shipping Charge,Tax Before Promotions,Total Promotions,Tax Charged,Total Charged,Buyer Name,Group Name
5/15/2021,Amazon.com,,5/20/2021,Shipped,$8.94 ,$0.00 ,$0.46 ,$1.34 ,$0.46 ,$8.06 ,PSF,
5/15/2021,Amazon.com,,5/20/2021,Shipped,$15.49 ,$0.00 ,$0.00 ,$2.32 ,$0.00 ,$13.17 ,PSF,
5/15/2021,Amazon.com,,5/16/2021,Shipped,$143.87 ,$0.00 ,$0.30 ,$0.00 ,$0.30 ,$144.17 ,PSF,
5/15/2021,Amazon.com,,5/16/2021,Shipped,$42.97 ,$0.00 ,$2.16 ,$0.00 ,$2.16 ,$45.13 ,PSF,
5/17/2021,Amazon.com,,5/18/2021,Shipped,$20.20 ,$0.00 ,$1.21 ,$0.00 ,$1.21 ,$21.41 ,PSF,
5/17/2021,Amazon.com,,5/19/2021,Shipped,$29.47 ,$0.00 ,$1.65 ,$2.00 ,$1.65 ,$29.12 ,PSF,
5/19/2021,Amazon.com,,5/20/2021,Shipped,$29.99 ,$0.00 ,$1.80 ,$0.00 ,$1.80 ,$31.79 ,PSF,
5/20/2021,Amazon.com,,5/31/2021,Shipped,$63.87 ,$0.00 ,$3.83 ,$0.00 ,$3.83 ,$67.70 ,PSF,
5/20/2021,Amazon.com,,5/23/2021,Shipped,$14.99 ,$0.00 ,$0.90 ,$0.00 ,$0.90 ,$15.89 ,PSF,
5/20/2021,Amazon.com,,5/21/2021,Shipped,$13.99 ,$0.00 ,$0.84 ,$0.00 ,$0.84 ,$14.83 ,PSF,
5/20/2021,Amazon.com,,5/23/2021,Shipped,$68.77 ,$0.00 ,$3.63 ,$8.10 ,$3.63 ,$64.30 ,PSF,
5/23/2021,Amazon.com,,6/21/2021,Shipped,$17.99 ,$0.00 ,$0.97 ,$1.80 ,$0.97 ,$17.16 ,PSF,
5/24/2021,Amazon.com,,5/25/2021,Shipped,$19.99 ,$0.00 ,$1.20 ,$0.00 ,$1.20 ,$21.19 ,PSF,
5/29/2021,Amazon.com,,5/30/2021,Shipped,$142.23 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$142.23 ,PSF,
5/29/2021,Amazon.com,,5/31/2021,Shipped,$4.97 ,$0.00 ,$0.30 ,$0.00 ,$0.30 ,$5.27 ,PSF,
6/1/2021,Amazon.com,,6/2/2021,Shipped,$25.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$25.00 ,PSF,
6/2/2021,Amazon.com,,6/2/2021,Shipped,$15.97 ,$0.00 ,$0.96 ,$0.00 ,$0.96 ,$16.93 ,PSF,
6/2/2021,Amazon.com,,6/21/2021,Shipped,$15.69 ,$0.00 ,$0.90 ,$0.78 ,$0.90 ,$15.81 ,PSF,
6/6/2021,Amazon.com,,6/6/2021,Shipped,$88.07 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$88.07 ,PSF,
6/6/2021,Amazon.com,,6/7/2021,Shipped,$69.99 ,$0.00 ,$4.20 ,$0.00 ,$4.20 ,$74.19 ,PSF,
6/6/2021,Amazon.com,,6/8/2021,Shipped,$31.97 ,$0.00 ,$1.92 ,$0.00 ,$1.92 ,$33.89 ,PSF,
6/6/2021,Amazon.com,,6/13/2021,Shipped,$48.97 ,$0.00 ,$2.94 ,$0.00 ,$2.94 ,$51.91 ,PSF,
6/6/2021,Amazon.com,,6/8/2021,Shipped,$6.99 ,$0.00 ,$0.42 ,$0.00 ,$0.42 ,$7.41 ,PSF,
6/6/2021,Amazon.com,,6/8/2021,Shipped,$10.99 ,$0.00 ,$0.66 ,$0.00 ,$0.66 ,$11.65 ,PSF,
6/6/2021,Amazon.com,,6/6/2021,Shipped,$15.99 ,$4.49 ,$1.23 ,$0.00 ,$1.23 ,$21.71 ,PSF,
6/6/2021,Amazon.com,,6/20/2021,Shipped,$19.98 ,$0.00 ,$1.14 ,$1.00 ,$1.14 ,$20.12 ,PSF,
6/6/2021,Amazon.com,,6/21/2021,Shipped,$14.77 ,$0.00 ,$0.84 ,$0.74 ,$0.84 ,$14.87 ,PSF,
6/7/2021,Amazon.com,,6/23/2021,Shipped,$4.97 ,$0.00 ,$0.00 ,$0.75 ,$0.00 ,$4.22 ,PSF,
6/7/2021,Amazon.com,,6/21/2021,Shipped,$13.58 ,$0.00 ,$0.70 ,$2.04 ,$0.70 ,$12.24 ,PSF,
6/8/2021,Amazon.com,,6/16/2021,Shipped,$25.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$25.00 ,PSF,
6/8/2021,Amazon.com,,6/22/2021,Shipped,$12.98 ,$0.00 ,$0.00 ,$1.95 ,$0.00 ,$11.03 ,PSF,
6/9/2021,Amazon.com,,6/10/2021,Shipped,$12.75 ,$0.00 ,$0.77 ,$0.00 ,$0.77 ,$13.52 ,PSF,
6/12/2021,Amazon.com,,6/13/2021,Shipped,$8.99 ,$0.00 ,$0.49 ,$0.90 ,$0.49 ,$8.58 ,PSF,
6/13/2021,Amazon.com,,6/14/2021,Shipped,$7.99 ,$0.00 ,$0.48 ,$0.00 ,$0.48 ,$8.47 ,PSF,
6/13/2021,Amazon.com,,6/16/2021,Shipped,$48.99 ,$0.00 ,$2.78 ,$2.60 ,$2.78 ,$49.17 ,PSF,
6/13/2021,Amazon.com,,6/15/2021,Shipped,$12.59 ,$0.00 ,$0.72 ,$0.63 ,$0.72 ,$12.68 ,PSF,
6/14/2021,Amazon.com,,6/21/2021,Shipped,$13.29 ,$0.00 ,$0.76 ,$0.66 ,$0.76 ,$13.39 ,PSF,
6/14/2021,Amazon.com,,6/15/2021,Shipped,$11.99 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$11.99 ,PSF,
6/14/2021,Amazon.com,,6/14/2021,Shipped,$10.73 ,$0.00 ,$0.64 ,$0.00 ,$0.64 ,$11.37 ,PSF,
6/14/2021,Amazon.com,,6/15/2021,Shipped,$67.77 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$67.77 ,PSF,
6/14/2021,Amazon.com,,6/18/2021,Shipped,$18.99 ,$0.00 ,$1.14 ,$0.00 ,$1.14 ,$20.13 ,PSF,
6/15/2021,Amazon.com,,6/21/2021,Shipped,$15.49 ,$0.00 ,$0.00 ,$2.32 ,$0.00 ,$13.17 ,PSF,
6/18/2021,Amazon.com,,6/19/2021,Shipped,$149.99 ,$0.00 ,$4.80 ,$70.00 ,$4.80 ,$84.79 ,PSF,
6/18/2021,Amazon.com,,6/20/2021,Shipped,$14.99 ,$0.00 ,$0.90 ,$0.00 ,$0.90 ,$15.89 ,PSF,
6/18/2021,Amazon.com,,6/18/2021,Shipped,$17.99 ,$0.00 ,$1.08 ,$0.00 ,$1.08 ,$19.07 ,PSF,
6/18/2021,Amazon.com,,6/19/2021,Shipped,$9.99 ,$0.00 ,$0.60 ,$0.00 ,$0.60 ,$10.59 ,PSF,
6/18/2021,Amazon.com,,6/18/2021,Shipped,$23.99 ,$0.00 ,$1.30 ,$2.40 ,$1.30 ,$22.89 ,PSF,
6/21/2021,Amazon.com,,6/22/2021,Shipped,$24.93 ,$0.00 ,$1.50 ,$0.00 ,$1.50 ,$26.43 ,PSF,
6/21/2021,Amazon.com,,6/26/2021,Shipped,$65.79 ,$0.00 ,$3.95 ,$0.00 ,$3.95 ,$69.74 ,PSF,
6/22/2021,Amazon.com,,6/23/2021,Shipped,$20.99 ,$0.00 ,$1.26 ,$0.00 ,$1.26 ,$22.25 ,PSF,
6/22/2021,Amazon.com,,6/22/2021,Shipped,$164.98 ,$0.00 ,$5.70 ,$70.00 ,$5.70 ,$100.68 ,PSF,
6/24/2021,Amazon.com,,7/19/2021,Shipped,$6.23 ,$0.00 ,$0.00 ,$0.31 ,$0.00 ,$5.92 ,PSF,
6/24/2021,Amazon.com,,7/19/2021,Shipped,$22.19 ,$0.00 ,$0.00 ,$2.22 ,$0.00 ,$19.97 ,PSF,
6/25/2021,Amazon.com,,6/26/2021,Shipped,$7.75 ,$0.00 ,$0.47 ,$0.00 ,$0.47 ,$8.22 ,PSF,
6/26/2021,Amazon.com,,6/27/2021,Shipped,$15.99 ,$0.00 ,$0.96 ,$0.00 ,$0.96 ,$16.95 ,PSF,
6/26/2021,Amazon.com,,6/27/2021,Shipped,$34.97 ,$0.00 ,$2.02 ,$1.40 ,$2.02 ,$35.59 ,PSF,
6/27/2021,Amazon.com,,6/27/2021,Shipped,$124.77 ,$0.00 ,$0.32 ,$0.00 ,$0.32 ,$125.09 ,PSF,
6/27/2021,Amazon.com,,6/28/2021,Shipped,$24.00 ,$0.00 ,$1.44 ,$0.00 ,$1.44 ,$25.44 ,PSF,
6/30/2021,Amazon.com,,6/30/2021,Shipped,$49.94 ,$2.99 ,$3.00 ,$2.99 ,$3.00 ,$52.94 ,PSF,
6/30/2021,Amazon.com,,7/1/2021,Shipped,$299.99 ,$0.00 ,$18.00 ,$0.00 ,$18.00 ,$317.99 ,PSF,
7/1/2021,Amazon.com,,7/1/2021,Shipped,$39.99 ,$1.00 ,$2.28 ,$3.00 ,$2.28 ,$40.27 ,PSF,
7/1/2021,Amazon.com,,7/1/2021,Shipped,$12.99 ,$1.99 ,$0.78 ,$1.99 ,$0.78 ,$13.77 ,PSF,
7/1/2021,Amazon.com,,7/1/2021,Shipped,$12.95 ,$0.00 ,$0.78 ,$0.00 ,$0.78 ,$13.73 ,PSF,
7/3/2021,Amazon.com,,7/6/2021,Shipped,$5.95 ,$0.00 ,$0.36 ,$0.00 ,$0.36 ,$6.31 ,PSF,
7/4/2021,Amazon.com,,7/19/2021,Shipped,$13.99 ,$0.00 ,$0.80 ,$0.70 ,$0.80 ,$14.09 ,PSF,
7/5/2021,Amazon.com,,7/19/2021,Shipped,$11.99 ,$0.00 ,$0.61 ,$1.80 ,$0.61 ,$10.80 ,PSF,
7/7/2021,Amazon.com,,7/19/2021,Shipped,$8.99 ,$0.00 ,$0.51 ,$0.45 ,$0.51 ,$9.05 ,PSF,
7/7/2021,Amazon.com,,7/19/2021,Shipped,$13.00 ,$0.00 ,$0.74 ,$0.65 ,$0.74 ,$13.09 ,PSF,
7/7/2021,Amazon.com,,7/19/2021,Shipped,$11.79 ,$0.00 ,$0.60 ,$1.77 ,$0.60 ,$10.62 ,PSF,
7/10/2021,Amazon.com,,7/12/2021,Shipped,$19.99 ,$0.00 ,$1.20 ,$0.00 ,$1.20 ,$21.19 ,PSF,
7/10/2021,Amazon.com,,7/11/2021,Shipped,$33.98 ,$0.00 ,$1.32 ,$0.00 ,$1.32 ,$35.30 ,PSF,
7/10/2021,Amazon.com,,7/13/2021,Shipped,$24.99 ,$0.00 ,$1.50 ,$0.00 ,$1.50 ,$26.49 ,PSF,
7/10/2021,Amazon.com,,7/13/2021,Shipped,$26.98 ,$0.00 ,$1.62 ,$0.00 ,$1.62 ,$28.60 ,PSF,
7/10/2021,Amazon.com,,7/13/2021,Shipped,$12.99 ,$0.00 ,$0.78 ,$0.00 ,$0.78 ,$13.77 ,PSF,
7/10/2021,Amazon.com,,7/11/2021,Shipped,$18.27 ,$0.00 ,$1.10 ,$0.00 ,$1.10 ,$19.37 ,PSF,
7/11/2021,Amazon.com,,7/11/2021,Shipped,$33.97 ,$0.00 ,$1.78 ,$4.25 ,$1.78 ,$31.50 ,PSF,
7/12/2021,Amazon.com,,7/15/2021,Shipped,$21.74 ,$0.00 ,$0.00 ,$3.26 ,$0.00 ,$18.48 ,PSF,
7/12/2021,Amazon.com,,7/19/2021,Shipped,$19.99 ,$0.00 ,$1.02 ,$3.00 ,$1.02 ,$18.01 ,PSF,
7/12/2021,Amazon.com,,7/19/2021,Shipped,$19.99 ,$0.00 ,$1.02 ,$3.00 ,$1.02 ,$18.01 ,PSF,
7/12/2021,Amazon.com,,7/25/2021,Shipped,$29.66 ,$0.00 ,$1.78 ,$0.00 ,$1.78 ,$31.44 ,PSF,
7/12/2021,Amazon.com,,7/13/2021,Shipped,$12.99 ,$0.00 ,$0.78 ,$0.00 ,$0.78 ,$13.77 ,PSF,
7/13/2021,Amazon.com,,7/14/2021,Shipped,$7.99 ,$0.00 ,$0.48 ,$0.00 ,$0.48 ,$8.47 ,PSF,
7/13/2021,Amazon.com,,7/19/2021,Shipped,$14.99 ,$0.00 ,$0.00 ,$2.25 ,$0.00 ,$12.74 ,PSF,
7/14/2021,Amazon.com,,7/15/2021,Shipped,$116.65 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$116.65 ,PSF,
7/14/2021,Amazon.com,,8/19/2021,Shipped,$6.19 ,$0.00 ,$0.00 ,$0.93 ,$0.00 ,$5.26 ,PSF,
7/17/2021,Amazon.com,,8/19/2021,Shipped,$29.94 ,$0.00 ,$0.00 ,$4.49 ,$0.00 ,$25.45 ,PSF,
7/19/2021,Amazon.com,,7/20/2021,Shipped,$5.93 ,$0.00 ,$0.36 ,$0.00 ,$0.36 ,$6.29 ,PSF,
7/19/2021,Amazon.com,,7/19/2021,Shipped,$23.99 ,$0.00 ,$1.44 ,$0.00 ,$1.44 ,$25.43 ,PSF,
7/19/2021,Amazon.com,,7/19/2021,Shipped,$5.79 ,$0.00 ,$0.35 ,$0.00 ,$0.35 ,$6.14 ,PSF,
7/25/2021,Amazon.com,,7/25/2021,Shipped,$13.99 ,$0.00 ,$0.84 ,$0.00 ,$0.84 ,$14.83 ,PSF,
7/25/2021,Amazon.com,,7/26/2021,Shipped,$170.93 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$170.93 ,PSF,
7/26/2021,Amazon.com,,7/26/2021,Shipped,$12.68 ,$0.00 ,$0.76 ,$0.00 ,$0.76 ,$13.44 ,PSF,
8/1/2021,Amazon.com,,8/3/2021,Shipped,$26.93 ,$0.00 ,$1.62 ,$0.00 ,$1.62 ,$28.55 ,PSF,
8/1/2021,Amazon.com,,8/3/2021,Shipped,$17.99 ,$0.00 ,$0.66 ,$7.00 ,$0.66 ,$11.65 ,PSF,
8/1/2021,Amazon.com,,8/3/2021,Shipped,$17.99 ,$0.00 ,$0.51 ,$9.50 ,$0.51 ,$9.00 ,PSF,
8/1/2021,Amazon.com,,8/3/2021,Shipped,$17.99 ,$0.00 ,$0.51 ,$9.50 ,$0.51 ,$9.00 ,PSF,
8/3/2021,Amazon.com,,8/8/2021,Shipped,$51.91 ,$0.00 ,$3.12 ,$0.00 ,$3.12 ,$55.03 ,PSF,
8/3/2021,Amazon.com,,8/5/2021,Shipped,$59.99 ,$0.00 ,$2.40 ,$20.00 ,$2.40 ,$42.39 ,PSF,
8/3/2021,Amazon.com,,8/6/2021,Shipped,$49.99 ,$0.00 ,$3.00 ,$0.00 ,$3.00 ,$52.99 ,PSF,
8/4/2021,Amazon.com,,8/19/2021,Shipped,$51.54 ,$0.00 ,$0.00 ,$7.73 ,$0.00 ,$43.81 ,PSF,
8/4/2021,Amazon.com,,8/19/2021,Shipped,$5.84 ,$0.00 ,$0.00 ,$0.29 ,$0.00 ,$5.55 ,PSF,
8/4/2021,Amazon.com,,8/19/2021,Shipped,$13.98 ,$0.00 ,$0.00 ,$2.10 ,$0.00 ,$11.88 ,PSF,
8/5/2021,Amazon.com,,8/8/2021,Shipped,$9.98 ,$0.00 ,$0.60 ,$0.00 ,$0.60 ,$10.58 ,PSF,
8/5/2021,Amazon.com,,8/8/2021,Shipped,$9.98 ,$0.00 ,$0.60 ,$0.84 ,$0.60 ,$9.74 ,PSF,
8/5/2021,Amazon.com,,8/6/2021,Shipped,$5.99 ,$0.00 ,$0.36 ,$0.00 ,$0.36 ,$6.35 ,PSF,
8/5/2021,Amazon.com,,8/8/2021,Shipped,$18.99 ,$0.00 ,$1.14 ,$0.00 ,$1.14 ,$20.13 ,PSF,
8/7/2021,Amazon.com,,8/8/2021,Shipped,$3.99 ,$0.00 ,$0.24 ,$0.00 ,$0.24 ,$4.23 ,PSF,
8/7/2021,Amazon.com,,8/8/2021,Shipped,$39.99 ,$0.00 ,$1.92 ,$8.00 ,$1.92 ,$33.91 ,PSF,
8/8/2021,Amazon.com,,8/8/2021,Shipped,$77.71 ,$0.00 ,$0.24 ,$0.00 ,$0.24 ,$77.95 ,PSF,
8/9/2021,Amazon.com,,8/19/2021,Shipped,$8.74 ,$0.00 ,$0.50 ,$0.44 ,$0.50 ,$8.80 ,PSF,
8/9/2021,Amazon.com,,8/9/2021,Shipped,$44.00 ,$0.00 ,$2.64 ,$0.00 ,$2.64 ,$46.64 ,PSF,
8/9/2021,Amazon.com,,8/10/2021,Shipped,$23.73 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$23.73 ,PSF,
8/9/2021,Amazon.com,,8/19/2021,Shipped,$9.98 ,$0.00 ,$0.00 ,$1.50 ,$0.00 ,$8.48 ,PSF,
8/9/2021,Amazon.com,,8/19/2021,Shipped,$2.91 ,$0.00 ,$0.15 ,$0.44 ,$0.15 ,$2.62 ,PSF,
8/10/2021,Amazon.com,,8/19/2021,Shipped,$10.38 ,$0.00 ,$0.53 ,$1.56 ,$0.53 ,$9.35 ,PSF,
8/10/2021,Amazon.com,,8/15/2021,Shipped,$16.46 ,$0.00 ,$0.00 ,$2.47 ,$0.00 ,$13.99 ,PSF,
8/12/2021,Amazon.com,,8/15/2021,Shipped,$19.96 ,$0.00 ,$1.20 ,$0.00 ,$1.20 ,$21.16 ,PSF,
8/12/2021,Amazon.com,,8/21/2021,Shipped,$40.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$40.00 ,PSF,
8/12/2021,Amazon.com,,8/19/2021,Shipped,$29.96 ,$0.00 ,$0.00 ,$3.00 ,$0.00 ,$26.96 ,PSF,
8/13/2021,Amazon.com,,8/19/2021,Shipped,$7.39 ,$0.00 ,$0.38 ,$1.11 ,$0.38 ,$6.66 ,PSF,
8/16/2021,Amazon.com,,8/16/2021,Shipped,$10.99 ,$0.00 ,$0.66 ,$0.00 ,$0.66 ,$11.65 ,PSF,
8/16/2021,Amazon.com,,8/16/2021,Shipped,$18.98 ,$0.00 ,$0.74 ,$6.64 ,$0.74 ,$13.08 ,PSF,
8/18/2021,Amazon.com,,8/21/2021,Shipped,$34.98 ,$0.00 ,$1.74 ,$6.00 ,$1.74 ,$30.72 ,PSF,
8/19/2021,Amazon.com,,8/21/2021,Shipped,$12.99 ,$0.00 ,$0.78 ,$0.00 ,$0.78 ,$13.77 ,PSF,
8/19/2021,Amazon.com,,8/19/2021,Shipped,$129.99 ,$2.99 ,$7.80 ,$2.99 ,$7.80 ,$137.79 ,PSF,
8/19/2021,Amazon.com,,8/20/2021,Shipped,$7.99 ,$0.00 ,$0.43 ,$0.80 ,$0.43 ,$7.62 ,PSF,
8/23/2021,Amazon.com,,8/23/2021,Shipped,$19.14 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$19.14 ,PSF,
8/23/2021,Amazon.com,,8/23/2021,Shipped,$11.99 ,$0.00 ,$0.72 ,$0.00 ,$0.72 ,$12.71 ,PSF,
8/23/2021,Amazon.com,,8/23/2021,Shipped,$7.77 ,$0.00 ,$0.47 ,$0.00 ,$0.47 ,$8.24 ,PSF,
8/23/2021,Amazon.com,,8/23/2021,Shipped,$51.94 ,$0.00 ,$3.12 ,$0.00 ,$3.12 ,$55.06 ,PSF,
8/23/2021,Amazon.com,,8/23/2021,Shipped,$8.99 ,$0.00 ,$0.54 ,$0.00 ,$0.54 ,$9.53 ,PSF,
8/23/2021,Amazon.com,,8/23/2021,Shipped,$11.99 ,$0.00 ,$0.72 ,$0.00 ,$0.72 ,$12.71 ,PSF,
8/23/2021,Amazon.com,,8/23/2021,Shipped,$29.99 ,$0.00 ,$1.80 ,$0.00 ,$1.80 ,$31.79 ,PSF,
8/24/2021,Amazon.com,,9/3/2021,Shipped,$18.00 ,$0.00 ,$0.00 ,$1.80 ,$0.00 ,$16.20 ,PSF,
8/24/2021,Amazon.com,,9/3/2021,Shipped,$6.79 ,$0.00 ,$0.35 ,$1.02 ,$0.35 ,$6.12 ,PSF,
8/24/2021,Amazon.com,,9/3/2021,Shipped,$14.99 ,$0.00 ,$0.76 ,$2.25 ,$0.76 ,$13.50 ,PSF,
8/24/2021,Amazon.com,,9/3/2021,Shipped,$6.52 ,$0.00 ,$0.33 ,$0.98 ,$0.33 ,$5.87 ,PSF,
8/24/2021,Amazon.com,,9/3/2021,Shipped,$28.38 ,$0.00 ,$0.00 ,$4.26 ,$0.00 ,$24.12 ,PSF,
8/24/2021,Amazon.com,,9/3/2021,Shipped,$26.99 ,$0.00 ,$1.38 ,$4.05 ,$1.38 ,$24.32 ,PSF,
8/25/2021,Amazon.com,,8/25/2021,Shipped,$17.97 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$17.97 ,PSF,
8/28/2021,Amazon.com,,9/3/2021,Shipped,$9.99 ,$0.00 ,$0.51 ,$1.50 ,$0.51 ,$9.00 ,PSF,
8/28/2021,Amazon.com,,9/3/2021,Shipped,$12.88 ,$0.00 ,$0.00 ,$1.93 ,$0.00 ,$10.95 ,PSF,
8/29/2021,Amazon.com,,8/30/2021,Shipped,$155.29 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$155.29 ,PSF,
8/29/2021,Amazon.com,,8/31/2021,Shipped,$31.94 ,$0.00 ,$1.92 ,$0.00 ,$1.92 ,$33.86 ,PSF,
8/29/2021,Amazon.com,,8/30/2021,Shipped,$49.97 ,$0.00 ,$2.96 ,$0.75 ,$2.96 ,$52.18 ,PSF,
8/29/2021,Amazon.com,,8/30/2021,Shipped,$26.98 ,$0.00 ,$1.62 ,$0.00 ,$1.62 ,$28.60 ,PSF,
8/29/2021,Amazon.com,,8/30/2021,Shipped,$21.47 ,$0.00 ,$1.29 ,$0.00 ,$1.29 ,$22.76 ,PSF,
8/29/2021,Amazon.com,,8/31/2021,Shipped,$29.98 ,$0.00 ,$1.80 ,$0.00 ,$1.80 ,$31.78 ,PSF,
8/29/2021,Amazon.com,,8/30/2021,Shipped,$43.94 ,$0.00 ,$2.40 ,$3.99 ,$2.40 ,$42.35 ,PSF,
8/29/2021,Amazon.com,,8/30/2021,Shipped,$21.85 ,$0.00 ,$1.31 ,$0.00 ,$1.31 ,$23.16 ,PSF,
8/31/2021,Amazon.com,,9/2/2021,Shipped,$69.95 ,$0.00 ,$4.20 ,$0.00 ,$4.20 ,$74.15 ,PSF,
8/31/2021,Amazon.com,,9/1/2021,Shipped,$19.99 ,$0.00 ,$0.90 ,$5.00 ,$0.90 ,$15.89 ,PSF,
8/31/2021,Amazon.com,,8/31/2021,Shipped,$20.68 ,$0.00 ,$1.24 ,$0.00 ,$1.24 ,$21.92 ,PSF,
9/2/2021,Amazon.com,,9/6/2021,Shipped,$30.99 ,$0.00 ,$1.86 ,$0.00 ,$1.86 ,$32.85 ,PSF,
9/2/2021,Amazon.com,,9/5/2021,Shipped,$35.99 ,$0.00 ,$2.16 ,$0.00 ,$2.16 ,$38.15 ,PSF,
9/4/2021,Amazon.com,,9/5/2021,Shipped,$19.99 ,$0.00 ,$1.20 ,$0.00 ,$1.20 ,$21.19 ,PSF,
9/4/2021,Amazon.com,,9/6/2021,Shipped,$19.99 ,$6.99 ,$1.62 ,$0.00 ,$1.62 ,$28.60 ,PSF,
9/4/2021,Amazon.com,,9/7/2021,Shipped,$10.99 ,$0.00 ,$0.66 ,$0.00 ,$0.66 ,$11.65 ,PSF,
9/4/2021,Amazon.com,,9/7/2021,Shipped,$10.99 ,$0.00 ,$0.66 ,$0.00 ,$0.66 ,$11.65 ,PSF,
9/4/2021,Amazon.com,,9/4/2021,Shipped,$22.99 ,$0.00 ,$1.38 ,$0.00 ,$1.38 ,$24.37 ,PSF,
9/4/2021,Amazon.com,,9/5/2021,Shipped,$45.99 ,$0.00 ,$2.76 ,$0.00 ,$2.76 ,$48.75 ,PSF,
